ID	Year of Study	Acquired Skills
13427	1	Algorithmic, Dynamic Structures, Security
15758	4	Algorithmic
14296	3	Design, C++, Software Engineering, Web Development
10834	3	Web Development, Mathematics, Python, Java, Statistics
19319	2	Java, Algorithmic
18825		Software Engineering, Security, Dynamic Structures, Design, Python
14751	1	Statistics, Software Engineering, Static Structures, Python, Java
12545	5	Python, Java, Probability, Mathematics
13460	4	Mathematics, Software Engineering, Python
19856	2	Probability
17777	5	Design, Dynamic Structures, Security
14499	3	Web Development, Java, Algorithmic
15593	3	Robotics, Security, Software Engineering, Dynamic Structures, Mathematics
18687	3	Security, Dynamic Structures, Statistics
14394		C++, Design, Web Development
16864		Security, Robotics
19383	4	C++, Java, Probability
18857	2	Algorithmic, Java
19475	4	Security, Statistics
18199	1	Java
18437	1	Algorithmic, Java
15189	5	Robotics, Python, Algorithmic, Software Engineering, Compilation
16262	1	Algorithmic, Security, Mathematics
16036	5	Java
15253	3	Compilation, Design, Statistics, Software Engineering, Python
10767	5	Security, Statistics, Static Structures, Software Engineering, C++
14191	2	Web Development, Mathematics, Statistics, C++, Dynamic Structures
11731	1	Static Structures
15025	5	Compilation
14119	4	Dynamic Structures
12478	5	Algorithmic, Mathematics
18470	3	Python, Mathematics, Software Engineering
18684	3	Java, Dynamic Structures, Compilation, Security, Software Engineering
14482	3	Probability, Design, Compilation
16782	2	Static Structures, Dynamic Structures, Algorithmic, Statistics, Software Engineering
13835	2	Mathematics
17575	4	Statistics, Python, Robotics
11378	4	Design, Algorithmic, C++, Dynamic Structures, Robotics
19412	2	Probability, Statistics, Algorithmic, Software Engineering
10388	4	Security, Statistics, C++, Compilation, Dynamic Structures
16819	5	Software Engineering, Mathematics, Algorithmic, Probability, Robotics
11897	3	Software Engineering, Mathematics, Robotics, Web Development
17324	2	Python
13573	5	Algorithmic, Robotics, Java, Mathematics
17453	2	Statistics, Design, Robotics, Mathematics
14768	3	Dynamic Structures, Mathematics
16331	4	Software Engineering, Mathematics, Python, Algorithmic, C++
18646	5	Algorithmic, Java, Python, Security
15992	2	Web Development, Probability
10953	3	Mathematics, Java, Software Engineering, Design, Compilation
12965	1	Web Development, Design, C++, Mathematics
10112	5	Security, Robotics
10884	3	Algorithmic, Web Development, Python, C++
10647	4	Probability, C++
11168	2	Security
11462	3	Compilation, Static Structures
11395	2	Python, Design
17505	5	Web Development
18495	5	Dynamic Structures, Web Development, Statistics
16576	2	Java, C++, Design, Security, Compilation
13144	2	Java, Static Structures
14986	1	Design, Algorithmic, Web Development, Probability
14803	3	Statistics, Software Engineering, Security, Algorithmic, Compilation
14913	5	Python
17700	5	Security, Web Development, Python, Static Structures
19037	2	C++, Java, Web Development, Compilation
15571	3	Probability, Mathematics, Robotics
15518	5	Design, Probability
11276	1	Web Development, C++, Software Engineering
13648	2	Dynamic Structures, Mathematics, Static Structures, C++, Algorithmic
12937	5	
18073	3	Dynamic Structures, Design
19758	4	Static Structures, Mathematics, Compilation
13570	4	Algorithmic, Statistics, Python, Compilation, Software Engineering
18152	4	Security, Robotics
11689	3	
12910	3	Software Engineering
11291	2	Dynamic Structures, Software Engineering, Mathematics, Design
17937	5	Java, Security
19527	1	Robotics, Compilation
13596	5	Static Structures, Robotics, Design
12058	5	
10639	3	Compilation, Mathematics, Static Structures, Algorithmic
10786		Java, Mathematics, Static Structures
13035	5	Python
17183	5	Python, C++, Statistics, Design, Java
10315	2	Python, Static Structures
19218	4	
10055	5	Compilation, Software Engineering
15200	3	Design, Robotics, Statistics, C++, Web Development
16967	3	Web Development, Algorithmic, Compilation, Dynamic Structures
19932	3	Robotics
11410	3	Software Engineering, Security, Python
18920	2	Robotics, Web Development, Python, Algorithmic
13279	4	Probability, Software Engineering
19269	5	Static Structures, C++, Probability, Software Engineering, Algorithmic
11334	3	Design, Web Development, Security
13001	3	Compilation, Software Engineering, Python
16254	1	Security, Statistics
14148	5	Dynamic Structures, Security
17124	2	Mathematics, Statistics, Static Structures, Web Development, Probability
14485	5	Design, Java
15689	2	Robotics, Web Development, Statistics
17593	4	Algorithmic, Probability
16179	1	Mathematics, Web Development, Static Structures, Java, C++
15417	5	Security, Dynamic Structures, Statistics, Software Engineering
19695	5	Python
14328	2	Dynamic Structures, C++
19323	4	Robotics, Design, Java, Mathematics
16858	2	Dynamic Structures, Java
19256		C++, Probability
12272	1	Algorithmic
15767	4	
19621	3	Statistics, Probability, Algorithmic, Mathematics
12669	2	Java, Design, Web Development, Robotics, Probability
17327	3	Python
10582	1	Static Structures
12536	1	Mathematics, Probability
12465	5	Design, Security, Algorithmic, Static Structures
13571	5	Design, Web Development, Java, Probability
16230	5	Algorithmic
12591	3	Dynamic Structures, Algorithmic
19923	3	Dynamic Structures, Python
12636	4	Security, Design
10168	5	Security, Compilation
18479	3	Static Structures, Algorithmic, Web Development, Java, Security
10381	5	C++, Compilation
13096	4	Mathematics, Security, Robotics
10024	2	Java
12302	1	Compilation, Python, Static Structures, Web Development, Java
12821	5	Robotics, Algorithmic, Web Development
19121		
17585	2	Compilation, Web Development, Java, Dynamic Structures
11913	1	C++, Dynamic Structures, Statistics, Security, Algorithmic
12680	5	Web Development, Statistics
17818	3	Statistics, Java, Design
11779	2	Web Development, Software Engineering
18559	1	Probability, C++, Python, Design
13360	1	
19058	5	Static Structures, Mathematics, Design, Robotics, Probability
18628	1	Probability
11893	1	C++, Compilation, Static Structures
18371	1	Robotics, Compilation, Static Structures, Probability, Java
17738	1	Dynamic Structures, Probability, Design, C++
13753	2	Dynamic Structures, Probability, Compilation, Robotics
11424	3	Dynamic Structures
11953	1	
11699	3	Algorithmic
14711	5	Java, Software Engineering
12144	1	Java
18894	5	Security, Software Engineering
16187	5	Probability, Web Development, Algorithmic, Java, Robotics
15848	2	Java, C++, Dynamic Structures, Mathematics
14941	4	
10513	3	Compilation, Web Development, C++
17220	1	Java, C++, Dynamic Structures, Compilation
13474	2	Probability, Java, Python, Compilation
19722	1	Design, Algorithmic, C++, Web Development, Mathematics
12446	4	Static Structures, Statistics, Design, Probability, Software Engineering
17922	1	Python, Mathematics, Algorithmic, Probability
15563	1	C++, Security, Java, Software Engineering, Static Structures
10545		Robotics, Java, Design, C++
14958	1	Algorithmic, Python, Software Engineering, C++
15196	2	Software Engineering
13012	1	Design, Compilation
14511	2	C++, Mathematics, Algorithmic, Compilation
12192	2	Security
11487	5	C++, Compilation, Mathematics
18875	3	Design, Static Structures, Java
16092	2	C++, Software Engineering, Compilation, Java, Probability
14275	2	Robotics, Algorithmic, Java
18137	2	Statistics, Probability, Algorithmic
17333	4	Java, Software Engineering
16960	2	
12433	3	Robotics, C++, Statistics, Software Engineering
11064	1	Robotics
15479	5	Probability
19464	2	Dynamic Structures, Static Structures
12416	2	Mathematics, Python, Compilation, Statistics, Algorithmic
17335	3	Statistics
16587	3	Software Engineering, Python, Mathematics
16081	2	Statistics, Probability, C++, Algorithmic, Java
19031	5	Python, Static Structures, Dynamic Structures
17663		Security, Mathematics, C++
14051	4	Dynamic Structures
14383	4	Static Structures, Web Development, Compilation, Mathematics
15316	1	Software Engineering
19537	4	Robotics
12721	5	Software Engineering, Compilation
19925	1	Mathematics, Software Engineering, Compilation, Dynamic Structures
11988	5	Python, Java, Security, Statistics, Mathematics
12970	4	Robotics, Probability
12772	4	Web Development, Security, Probability
13942	4	Robotics
17344	5	Dynamic Structures, Algorithmic, C++, Compilation
15769	4	Robotics, Mathematics
18169	5	Software Engineering, Mathematics, Statistics
12936	5	Python, Compilation
12463	3	Algorithmic, Python, Security
17649	5	Security, Probability
10133	2	Algorithmic, Probability, Static Structures
16420	2	Security, Software Engineering
13430	4	Compilation, Dynamic Structures
12320	4	Software Engineering, Robotics, Statistics, Security
13167	5	Web Development, Probability, C++
10543	1	
17920	4	Web Development
11476	3	Python, Security
19154	3	Security
13692	5	Design, Security
16760	4	Dynamic Structures, Software Engineering
18279	2	Probability, Robotics
17940	2	Java, Mathematics, Software Engineering
14133	3	Software Engineering, C++, Robotics
17913	3	Compilation, Security, Dynamic Structures
18667	5	Web Development, Static Structures, Mathematics, Software Engineering, Java
15356	2	Software Engineering, Compilation, Algorithmic, Static Structures
18701	4	Python, Compilation
18381	4	Design, Robotics, Software Engineering, Dynamic Structures, Python
12194	1	Security, Software Engineering, Algorithmic, Compilation
19096	2	Design, Dynamic Structures, Algorithmic, Web Development
17669	3	Mathematics, Static Structures
18391	3	Software Engineering, Web Development, Statistics, C++, Python
12883	5	Compilation, Dynamic Structures, Static Structures, Java
19257	2	Static Structures, Software Engineering, Design, Mathematics, Compilation
15550	4	Security, Python, Java
15599	3	Static Structures, C++
15404		Java
19433	4	
10901	1	Security, Dynamic Structures, Web Development, C++, Probability
18951	3	Static Structures, Web Development, Statistics
12865	5	Software Engineering, Static Structures, Algorithmic, Dynamic Structures
18627	5	Probability, Static Structures
11806	1	Web Development, Statistics, Static Structures
18696	5	Algorithmic, Compilation
12907	3	Software Engineering, Mathematics
10266	1	Robotics, Python
12518	4	Security, Algorithmic, Software Engineering
16170	3	Security, Algorithmic, Robotics, Mathematics
17787	4	Java, C++
14206	5	Python, Software Engineering, C++
13205	3	Static Structures, C++, Statistics, Robotics, Probability
11878	4	Web Development
18469	3	Design, Statistics, Security
19222	1	Web Development, Static Structures
14635	2	
19508	4	Dynamic Structures
19260	4	Algorithmic, Dynamic Structures, C++, Java, Design
10463	1	Software Engineering, Security
11049	5	Mathematics, Java, Statistics, Web Development
19402	2	Mathematics, Probability
13569	4	Probability
18860	5	Probability, Static Structures, Web Development, Compilation
19753	5	Security, C++, Web Development, Statistics
13817	3	Algorithmic, Design
10935		Dynamic Structures, Security, Design
11062	2	Design
11869	4	Java, Probability, Dynamic Structures, Web Development, Design
17451	4	Java, Compilation, Security, Dynamic Structures, Python
10016	2	Mathematics, Web Development, Compilation
18303	3	Mathematics, Software Engineering, Probability, C++, Dynamic Structures
15405	3	Robotics
17859	3	Dynamic Structures, Python, Compilation
10047	1	Compilation
13814	2	Design, Algorithmic
10947	3	Software Engineering, Security
14166	2	
19255	2	C++
16323	2	Java
16834		C++, Python
10510	4	C++, Web Development, Mathematics
16290	5	Python
14045	5	Software Engineering, Static Structures, Web Development, Python, Security
11890	1	Security, Python, Software Engineering
15904	4	Software Engineering, Dynamic Structures
14953		Dynamic Structures, Software Engineering
15813	3	Java
16107	2	Mathematics
16276	5	Compilation, Python, Static Structures
18897	1	Security, Java
19410	5	C++, Java, Static Structures, Python
12966	2	Static Structures, Probability, C++
18009	2	Mathematics, Java, Robotics
13724	3	Statistics
14580	3	Python
18633	3	Dynamic Structures
10410	5	Security, Python
17782	3	Software Engineering, Compilation
17424	2	Algorithmic, Compilation, C++, Robotics
12558	4	Design
19906	2	Robotics, Probability, Java
18579	2	Robotics, Static Structures, Web Development, Python, Compilation
15512	2	Web Development
11785	2	Robotics
13045	5	Compilation, Probability, Robotics
10627	4	C++, Security, Static Structures, Software Engineering, Robotics
16105	3	Java, Dynamic Structures, Web Development, Software Engineering
18516	5	Dynamic Structures
17964	2	
17068	1	Dynamic Structures, C++, Probability
11937	2	Mathematics, Robotics
15898	4	Dynamic Structures, Mathematics
15759	1	Java, Dynamic Structures, Web Development, Python, Software Engineering
18423	2	Robotics, Web Development
10837	3	Mathematics, Statistics, C++, Algorithmic
13897	3	Probability, Security, Statistics, Software Engineering, Dynamic Structures
12839	2	Web Development, Mathematics, Dynamic Structures
10127	3	Compilation, Static Structures, Dynamic Structures, Algorithmic
10178		
16114	1	Dynamic Structures, Algorithmic
14425	4	Compilation
11932	3	Python, Probability, C++, Design, Algorithmic
17338	2	C++, Dynamic Structures, Design, Statistics, Python
19879	1	Dynamic Structures, Security, Compilation, Mathematics, C++
12724	4	Static Structures, Compilation, Software Engineering
16583	4	Software Engineering, Static Structures
16283	2	Design, C++, Algorithmic
18883	5	Probability, Static Structures, Software Engineering
12578	2	Python, Design, Web Development, C++
15743	2	Robotics
16407	1	Security, Algorithmic, C++, Web Development
17860	3	Python, Software Engineering, Probability
12952	5	C++, Robotics, Software Engineering
19644	1	Probability, Design, Algorithmic, Software Engineering
10180	4	Probability, Algorithmic, Dynamic Structures, Software Engineering, Web Development
12471	3	Web Development, Static Structures
15411	3	Web Development, Static Structures
12968		Design, Security, Software Engineering, Robotics, Web Development
16509	4	
13395	3	Software Engineering
13914	3	Java
13722		Java, Design, Statistics, Security, Compilation
10153	3	Software Engineering, Dynamic Structures
10810	2	Statistics, Compilation, Java, Web Development, Software Engineering
11696	1	Software Engineering, Probability, C++, Algorithmic
12820	1	Mathematics, Static Structures
18457		Compilation, Robotics
10184	3	Statistics
17019	4	Software Engineering, Dynamic Structures, Robotics
15058	1	Statistics, Static Structures, Probability
10748	1	Static Structures, Java
16528	1	Robotics, Security, Probability
13913	3	Software Engineering, Security
14619	5	Python, C++, Compilation, Dynamic Structures, Design
18226	4	Python, Dynamic Structures, Algorithmic, Robotics, Security
14005	3	Web Development, Probability
11505	1	Security, C++
13579	5	Software Engineering, Statistics
13739	2	Algorithmic, C++, Python
13432	2	Robotics, C++, Web Development
15677	5	Dynamic Structures, Software Engineering, Web Development, Python
17072	4	Static Structures, Software Engineering, Web Development
17459	2	Security, Dynamic Structures, Design, Java
16677	5	Compilation, Software Engineering, Design, Python, C++
15447	1	Robotics, Security
11287	3	Python, Statistics, Software Engineering
11047	5	Probability, Compilation, Statistics, Robotics
11601	4	Static Structures, Design
13844	1	Web Development
11017	1	Statistics, Robotics
10098	2	Design, Python, Probability
19243	4	Mathematics, Java, Security
16527	1	Web Development, C++, Software Engineering, Compilation
14088	3	Statistics, Web Development
11311	5	Design, Software Engineering, Robotics, Statistics, C++
16054	4	Dynamic Structures, Static Structures, Mathematics
13289	5	Java, Python, Design
11112	4	Statistics, Python, Java, Probability
17682	2	Algorithmic, Probability
11574	1	Algorithmic, Python, Statistics
13619	1	Probability, Security, Design, Web Development
13391	3	Static Structures, Python, Robotics
18190	5	Mathematics, Design, Statistics, Python
16502	4	Dynamic Structures, Java, Algorithmic, Probability, Robotics
18321	4	Python, Algorithmic, Web Development
12993	4	Software Engineering, Mathematics, Algorithmic, Probability
15820	1	
14251	4	Web Development, Algorithmic, C++, Software Engineering, Java
15876	3	Web Development, Compilation, Security
11762	1	Dynamic Structures
17676		Mathematics, Software Engineering, Python
12894		Web Development
19662	1	Software Engineering, Probability, Design
18010		Security, Software Engineering, Algorithmic, Dynamic Structures, Design
14158	4	Statistics
19930	5	C++
17247	5	
19992	2	Static Structures, Security, Mathematics, Python, Dynamic Structures
16345	4	C++, Design, Security
11666	4	Software Engineering
13818	5	Statistics, Mathematics, Java
11157	5	Mathematics
14531	5	Compilation, Algorithmic, Python, Design, Robotics
16839	5	Robotics, Java, Static Structures
16265	3	Probability, Security
18704	5	Static Structures
15631	4	
10392	5	Dynamic Structures, Java, Mathematics, Compilation, Python
15799	5	Robotics, Software Engineering, Security, Static Structures, Web Development
16673	1	Robotics, Mathematics, Probability, Design, Python
19357	4	Algorithmic, Statistics, Compilation
18306	1	Robotics, Software Engineering, Python, Algorithmic, Statistics
17633	5	C++, Java, Algorithmic, Python
13550	1	Design, Web Development, Static Structures, Python, Probability
16825	4	Probability, Dynamic Structures, Algorithmic
10823	5	Software Engineering, Python, Compilation, Design
15017	3	Mathematics, Java
13345	1	Security, Static Structures, Web Development, Algorithmic
10237	3	Web Development
16289	2	Static Structures, Python, Java
10571	4	Algorithmic, Java, Probability
18993	3	Software Engineering, Statistics
15138	2	Probability, Security
16794	1	Algorithmic, Compilation, Web Development
18510	3	Web Development, Python, Software Engineering
19279	2	Robotics, Compilation, Web Development, Algorithmic
19166		Algorithmic, Python
14187	5	Python
19014	4	Compilation, Statistics, Java
18791	5	Compilation, Python, Probability, Statistics, Web Development
13215	1	Java
15623	2	Java, Static Structures, C++, Security
12197		Design, Python, Probability, Software Engineering
19381	1	Web Development, C++, Design, Statistics, Probability
16643	3	Design, Probability
14978	4	Compilation, Java
16968	5	Robotics, Design, Algorithmic, Web Development, Security
14026	2	Static Structures, Web Development, Statistics, Design
18913	3	Web Development, Static Structures, Python, Dynamic Structures
10909	3	Design, Security, Robotics
10656	3	Statistics, Robotics, Compilation
18320	5	Compilation, Web Development
10411	1	Design, Static Structures, Robotics, Java
17296	4	Security, Mathematics, Probability, Web Development
18647	3	Dynamic Structures, Web Development
19708	1	Mathematics
10690	3	Mathematics, Java, Web Development, Algorithmic, Robotics
16190	3	Design, Dynamic Structures, Probability, Algorithmic, Mathematics
13798	3	Design, Java, Compilation, Python, Algorithmic
15380	5	
13479	3	Static Structures, Design
10161	2	Statistics
14996	5	Python
11891	5	Compilation, Probability
18269	1	Web Development
15526	3	Java, Security, Statistics, Design, Dynamic Structures
18139	5	Design, Robotics, Probability, Mathematics
14266	4	Robotics, Java, Design, Web Development
10587	1	C++, Compilation, Web Development, Java
11437		Web Development, C++
12584	4	Python, Robotics
15910	3	Design, C++, Java, Compilation, Probability
15917	2	Software Engineering, Java, Statistics, Probability, Robotics
19927	3	Dynamic Structures, Java, Compilation, Probability, Algorithmic
12317	3	
17957	2	Java, Design, Statistics
14245		Java, Mathematics, Web Development
17245	2	Python, Software Engineering, Java, Algorithmic, Compilation
17896	5	Web Development, Statistics
16791	4	Static Structures, Robotics, Mathematics, Compilation, Java
19866	1	Mathematics, Java, Python, Statistics
16741	5	C++
14480	5	Software Engineering, Java
19803	3	Software Engineering, Compilation, C++, Static Structures
12786	3	Statistics, Software Engineering, Design, Java, Web Development
13143	2	C++, Python, Statistics, Robotics
18804	4	C++, Dynamic Structures, Design
15960	2	Software Engineering, Robotics, Probability
18745	5	Statistics, Compilation, Static Structures
10939	2	Probability
16126	2	Java, Compilation, Software Engineering
19301	4	Design, Robotics, Software Engineering, Python, Static Structures
12218	1	Design
19285	1	Algorithmic, Static Structures, Robotics, Dynamic Structures, Web Development
13616		Java, Probability
16833	3	Statistics, Security, Web Development
16041	2	Security, Dynamic Structures, Software Engineering, Robotics
16214	3	Algorithmic
11118	2	C++, Compilation, Design
11826	4	Dynamic Structures, Algorithmic, Web Development, Python
10593	5	Compilation, Robotics, Security, Design, Java
14604	3	Design, Software Engineering, Compilation, Algorithmic
10551	4	Probability, Software Engineering, Compilation, Robotics, Static Structures
15397	5	Design, Static Structures, C++
10879	4	Software Engineering, Dynamic Structures
11214	1	Static Structures, Algorithmic, C++, Software Engineering
11551	5	Static Structures, Software Engineering
19821	1	Web Development, Python, Dynamic Structures
13759	2	Mathematics, C++, Security, Statistics, Algorithmic
14047	4	Probability
18746		Algorithmic
11522	2	Software Engineering, Compilation
10534	2	Python, C++
16578	5	Web Development, Dynamic Structures, Statistics, Static Structures, Probability
12338	4	Design, Algorithmic, Web Development
14707	4	Static Structures, Mathematics, Security
17416	5	Web Development, Software Engineering, Mathematics
14355	4	Security, Algorithmic
16519	1	Probability
10830	1	Python, Probability, Compilation, Security, Static Structures
13152	4	
17990	2	Python
18215	2	Python
13658	1	Java, Web Development
12964	4	Probability, Web Development, C++, Software Engineering
19965	5	Web Development, Software Engineering, C++, Static Structures, Java
11853	2	Python
19244	2	Algorithmic, Statistics, Software Engineering, Java, Design
11419	3	Security, Statistics, Mathematics, Software Engineering
17101	5	Static Structures, Python
10257	4	Algorithmic, Java, C++
11211	5	C++, Mathematics, Algorithmic
13916	5	Mathematics, Software Engineering
12202	2	Static Structures
19622	3	Probability, Java, Design, Compilation
13588	1	Dynamic Structures
13093	2	Design
10829	4	Python
17094	3	Robotics, C++, Algorithmic
13485	2	
11160	2	Statistics, Compilation
16780		Java, C++
15104	2	Static Structures, C++
18593	2	Web Development, Probability, Design
18023		Dynamic Structures
13666	3	Security, Web Development, Compilation, Probability, Software Engineering
15611	5	Static Structures, Web Development
18277	1	Web Development, Algorithmic
19242	1	Security, Web Development, Statistics, Probability, Java
10822	1	
14969	5	Python, Probability
10712	1	Design, Algorithmic, Web Development, Software Engineering
14123	4	Security
15738	1	Java
18348	5	Security, Compilation, Static Structures
15042	5	
15858	1	Java, Robotics, Statistics, Software Engineering
16996	4	Static Structures, Web Development, Statistics, C++
14915	1	Static Structures
14854	3	Python, Compilation, Security
13206	4	Design, Dynamic Structures, Robotics
13262	5	Robotics, Security, Compilation, Dynamic Structures
13177	4	Java, Static Structures
10550	3	Statistics, C++, Java, Probability
11575		Software Engineering, C++, Design
12803	3	Compilation, Dynamic Structures, C++
19987	2	Security
12308	3	Design, Dynamic Structures
19298	2	Java, Dynamic Structures
17878	1	Statistics, Robotics, C++
17341	1	Algorithmic, Software Engineering, Compilation, Java
18228	4	Java, Compilation, Probability, Mathematics, C++
19482	1	Security, Python, Static Structures, Compilation
17686	4	Design, Statistics, Dynamic Structures, Algorithmic
12823	1	Python, Static Structures, Algorithmic
17249		Web Development, Statistics, C++, Static Structures
10536	5	Probability, Java
12208	4	Software Engineering, Statistics, Python, Design, Security
19391	4	Compilation, Python
19182	3	Robotics, Compilation, Algorithmic, Java, Design
18621	2	Mathematics
16999	3	Static Structures, Web Development, C++
16394		Probability, Algorithmic, Web Development
15801	1	C++
10422	4	Algorithmic, Security, Probability, Web Development
17017	4	Static Structures, Statistics, Security
19354	5	Software Engineering, C++, Algorithmic, Security
19336	3	Compilation, Design
15662	2	Web Development
10285	1	Compilation, C++
12281	3	Static Structures, Statistics, Probability, Python
17201	5	Algorithmic, C++
16568	4	Static Structures, Python, Design, Mathematics, Probability
12182	4	
17285		Security, Robotics, Mathematics
17982	3	Java
17723	3	Compilation, Design, Java
19225	3	Robotics, Security
11581	5	Static Structures, Probability, Dynamic Structures
13788	2	Algorithmic
19913		Algorithmic
19632	4	Statistics, Robotics, Static Structures
15498	1	C++, Dynamic Structures, Java
11074	4	Security, Static Structures
13576	5	
13809	3	Mathematics, Dynamic Structures, Python, Java
16604	2	Probability, Web Development, C++, Design, Mathematics
15792	4	Python, Web Development
13435		Static Structures, Java, Python, Robotics
15538		Dynamic Structures, Web Development, Security, Robotics
16455	1	C++, Dynamic Structures, Robotics, Compilation, Design
19338	4	Algorithmic, Robotics, Probability, Design
19188	1	Algorithmic, Mathematics
17797	4	
17482	1	Static Structures, Algorithmic, Java, Probability
14897	4	C++, Java, Compilation, Mathematics, Python
10210	4	Compilation
19888		
10793	1	
16123	2	Java, Design, Python, Security
16635	5	Robotics, Statistics, Web Development, Dynamic Structures
19035	1	Mathematics
13684	5	Mathematics, Statistics, Dynamic Structures, C++
14305	3	Design, Statistics, Web Development, Mathematics, Java
10759	1	Java
10864	3	Web Development, Design, Probability, Software Engineering
15207	3	Algorithmic, Statistics, C++
12455		Static Structures
10820	3	Statistics, C++, Software Engineering, Probability, Dynamic Structures
13796	5	C++, Dynamic Structures, Java, Probability, Static Structures
19295	3	Robotics
11833	1	Statistics, Python
13486		Design, Web Development
19097	3	Dynamic Structures, Python, Probability
19652		Static Structures, C++, Java, Design, Mathematics
18442	4	Mathematics
12331	3	Statistics, Algorithmic, Robotics
17212	2	Web Development, Robotics, Static Structures, Security, Python
17959		Software Engineering, Compilation, C++
13029	4	Compilation
11919	3	Static Structures, Security
11678	5	Static Structures, C++, Software Engineering
16130	1	Web Development, Design, Security
11283	2	Software Engineering
17458	2	
12075	2	Security, Probability
14365	5	Java, Compilation
10195	3	Design, Security, Mathematics, Web Development, Dynamic Structures
11707	3	Mathematics
19946	5	Static Structures, Design, Web Development
18648	5	Software Engineering, Static Structures, Python
11859	3	Dynamic Structures, Design
19667	1	Compilation, Mathematics, Static Structures, C++, Design
12146	4	Static Structures
10762	3	Static Structures
14423	3	Statistics
14054		Python, Statistics, Probability, Web Development
11556	1	C++, Algorithmic, Compilation, Security, Dynamic Structures
18007	5	Design, C++, Statistics, Robotics, Mathematics
10849	4	Software Engineering, Robotics, Statistics, Design, Java
12240	3	Security, Dynamic Structures
11317	4	Mathematics, Web Development
18767	5	Software Engineering
15836	1	Java, Python, Security, Robotics, Design
13670	4	Statistics, Probability, Dynamic Structures
13998	3	Mathematics, Python, Design, Algorithmic
16216	3	Design, Python, Algorithmic
10338	4	C++, Python, Java
17062	2	Software Engineering, Security, Statistics, C++, Probability
19961	3	Robotics, Java, Compilation
15030	1	Java, Dynamic Structures, Algorithmic
11894	2	C++, Static Structures, Statistics, Software Engineering, Probability
12501	3	Design
10111	2	Web Development, Probability, Dynamic Structures
11082	5	Robotics, Dynamic Structures, Java, Design
15110	5	Algorithmic, Design, Python, Statistics
10757	3	Mathematics, Compilation, Java, Algorithmic, C++
10062	2	Compilation, Web Development, Probability
15169	4	Probability, Statistics, Python
16158	5	Software Engineering, Python
15934	1	C++, Statistics
12079	2	Software Engineering, Java, Static Structures
13820	4	C++
18961	2	Security, Robotics
11408	5	Robotics, Algorithmic
10688	3	Design, Statistics, Security
18586	2	Statistics, Static Structures, Dynamic Structures, Mathematics
12682	5	Software Engineering, Python, C++
19341	3	Statistics
19934	5	C++, Software Engineering, Statistics
12878	2	Dynamic Structures, Mathematics
17058	3	C++, Web Development
16175	1	Compilation, Robotics, Security
17351	5	Robotics
13890	1	
12470	2	
16533	2	Mathematics, Java, Compilation, Algorithmic, Robotics
16329	4	Python, Security, Static Structures, Robotics
14373	4	Algorithmic, Design, Mathematics, Python
13332	2	Python, Probability, Software Engineering, Robotics
11079	2	Python, Static Structures, Design, Robotics
11042	1	C++, Compilation
16489	4	Algorithmic
13263	2	Robotics
18700	2	Statistics, Java
15525	3	Python, Security, Java, Compilation, Dynamic Structures
10224	1	Web Development, Probability, Compilation, Software Engineering
15362	3	Design, Robotics
17821	4	
15197	5	Static Structures, Software Engineering
15909	2	Algorithmic
10728		C++, Robotics, Algorithmic
18612	5	Design, C++, Probability
19350	2	Robotics, Security
17450	5	Compilation, Probability, Security
16659	5	Compilation, Python, Design, Algorithmic, C++
14369	3	Algorithmic, C++, Statistics, Dynamic Structures
16747	2	Robotics
19909	3	C++
18086	4	Web Development, Design, Algorithmic, Python, Java
12960	5	Security, Java, Mathematics
11389	1	Mathematics, Static Structures, Web Development, Dynamic Structures
10021	2	Statistics, Software Engineering, Static Structures, Dynamic Structures, Design
18713	3	Statistics, Security, Dynamic Structures, Python
16890	3	
13118	2	Software Engineering, Mathematics, Probability
18433	2	Dynamic Structures, Static Structures, Python, Software Engineering
12023	4	Robotics, Algorithmic
12546	1	Python, Mathematics, Web Development, Static Structures, C++
12615		Statistics, Static Structures, Compilation
16366	4	Algorithmic, Java, Software Engineering, Mathematics
17191	2	Software Engineering, Web Development, Robotics
10253	5	Python, Dynamic Structures, Algorithmic
11426	3	Web Development, Python, Java, Design, Statistics
10087	4	Probability, Python, Software Engineering
12621	1	Robotics
11646	4	Java, Static Structures, Algorithmic, Robotics
19057	5	Security, Design, Probability
17631	3	Security, Java, Algorithmic
12012	5	Probability, Web Development, Mathematics
11123	3	Design, Software Engineering, Static Structures, Statistics, Probability
15162		Algorithmic, Compilation
14010	5	Security
12219	3	Robotics
11272	5	C++, Software Engineering, Mathematics, Compilation
11128	1	C++, Design
10606	2	
11373	5	Java, Software Engineering, Python
17079	5	Compilation, Design
10343	1	Robotics, Design
14746	2	Dynamic Structures, Mathematics
15023		Dynamic Structures, C++
14787	4	Software Engineering, Python
15388	2	Mathematics, Security, Compilation
19307	1	Software Engineering, Compilation, Java, C++
10456	3	Robotics, Web Development, Software Engineering
19935	1	Statistics, Mathematics, Java, Design, Software Engineering
18764	2	Compilation
17668	4	Compilation
15899	5	Compilation, Design, Algorithmic
13166	1	Python, Software Engineering
17514	5	C++, Dynamic Structures, Python
12057	2	C++, Compilation, Web Development, Statistics
17409	2	Security, Algorithmic, Compilation, Robotics
19172	3	Security, Static Structures, Statistics, Software Engineering, Java
15988	1	Security
13869	3	C++, Design, Compilation
19038	1	Statistics, Robotics
15777	2	Java, Statistics, Compilation
